<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.12.14	19:00:00	1.33221	1.33528	1.33195	1.33341	4550	0	0
2020.12.14	20:00:00	1.33342	1.33382	1.33219	1.33277	3555	0	1
2020.12.14	21:00:00	1.33279	1.33326	1.33229	1.33233	2834	0	0
2020.12.14	22:00:00	1.33235	1.33277	1.33206	1.33264	2536	0	0
2020.12.14	23:00:00	1.33264	1.33316	1.33199	1.33288	1380	0	0
2020.12.15	00:00:00	1.33238	1.33348	1.33098	1.33263	682	0	1
2020.12.15	01:00:00	1.33262	1.33303	1.33207	1.33257	5921	0	1
2020.12.15	02:00:00	1.33257	1.33456	1.33237	1.33372	2473	0	1
2020.12.15	03:00:00	1.33374	1.33455	1.33325	1.33387	2101	0	0
2020.12.15	04:00:00	1.33387	1.33465	1.33368	1.33425	2078	0	1
2020.12.15	05:00:00	1.33426	1.33473	1.33339	1.33390	2736	0	1
2020.12.15	06:00:00	1.33389	1.33389	1.33244	1.33256	1853	0	1
2020.12.15	07:00:00	1.33255	1.33453	1.33247	1.33451	2150	0	1
2020.12.15	08:00:00	1.33451	1.33461	1.33276	1.33383	2493	0	1
2020.12.15	09:00:00	1.33383	1.33476	1.33213	1.33267	3303	0	1
2020.12.15	10:00:00	1.33267	1.33331	1.32801	1.33053	5640	0	0
2020.12.15	11:00:00	1.33055	1.33311	1.32899	1.33180	5225	0	1
2020.12.15	12:00:00	1.33182	1.33304	1.33035	1.33245	4394	0	0
2020.12.15	13:00:00	1.33244	1.33851	1.33235	1.33762	5163	0	1
2020.12.15	14:00:00	1.33763	1.33967	1.33618	1.33651	5630	0	0
2020.12.15	15:00:00	1.33650	1.33933	1.33645	1.33874	6143	0	1
2020.12.15	16:00:00	1.33872	1.33922	1.33654	1.33677	6086	0	0
2020.12.15	17:00:00	1.33676	1.34025	1.33589	1.33977	6099	0	0
2020.12.15	18:00:00	1.33977	1.34522	1.33829	1.34292	7917	0	0
2020.12.15	19:00:00	1.34291	1.34387	1.34184	1.34298	4665	0	1
2020.12.15	20:00:00	1.34291	1.34481	1.34256	1.34259	4522	0	1
2020.12.15	21:00:00	1.34261	1.34344	1.34009	1.34307	4384	0	0
2020.12.15	22:00:00	1.34301	1.34502	1.34227	1.34490	4447	0	1
2020.12.15	23:00:00	1.34489	1.34699	1.34401	1.34575	2713	0	1
2020.12.16	00:00:00	1.34573	1.34636	1.34457	1.34493	1261	0	16
2020.12.16	01:00:00	1.34502	1.34538	1.34390	1.34470	3182	0	1
2020.12.16	02:00:00	1.34468	1.34468	1.34350	1.34384	3116	0	1
2020.12.16	03:00:00	1.34382	1.34403	1.34342	1.34390	2659	0	1
2020.12.16	04:00:00	1.34390	1.34464	1.34389	1.34426	2079	0	1
2020.12.16	05:00:00	1.34426	1.34475	1.34423	1.34442	2466	0	1
2020.12.16	06:00:00	1.34442	1.34693	1.34404	1.34666	2984	0	1
2020.12.16	07:00:00	1.34664	1.34706	1.34570	1.34628	3275	0	1
2020.12.16	08:00:00	1.34628	1.34691	1.34495	1.34658	2526	0	1
2020.12.16	09:00:00	1.34669	1.34915	1.34481	1.34866	3842	0	1
2020.12.16	10:00:00	1.34866	1.35202	1.34722	1.35066	7719	0	0
2020.12.16	11:00:00	1.35066	1.35172	1.34914	1.35166	5215	0	0
2020.12.16	12:00:00	1.35165	1.35207	1.35004	1.35041	3898	0	1
2020.12.16	13:00:00	1.35037	1.35490	1.34985	1.35338	4674	0	0
2020.12.16	14:00:00	1.35340	1.35488	1.35086	1.35474	4103	0	0
2020.12.16	15:00:00	1.35469	1.35538	1.35118	1.35255	5552	0	0
2020.12.16	16:00:00	1.35255	1.35291	1.35025	1.35111	4999	0	0
2020.12.16	17:00:00	1.35112	1.35163	1.34790	1.34994	6080	0	0
2020.12.16	18:00:00	1.34994	1.35057	1.34857	1.35021	4403	0	0
2020.12.16	19:00:00	1.35021	1.35036	1.34604	1.34717	3204	0	0
2020.12.16	20:00:00	1.34718	1.34942	1.34643	1.34846	2394	0	1
2020.12.16	21:00:00	1.34856	1.34919	1.34506	1.34788	7760	0	1
2020.12.16	22:00:00	1.34789	1.35080	1.34770	1.34877	5146	0	1
2020.12.16	23:00:00	1.34878	1.35128	1.34861	1.35078	2232	0	1
2020.12.17	00:00:00	1.35081	1.35086	1.34988	1.34999	429	0	2
2020.12.17	01:00:00	1.34999	1.35044	1.34959	1.35018	1038	0	1
2020.12.17	02:00:00	1.35013	1.35084	1.34951	1.35078	2530	0	0
2020.12.17	03:00:00	1.35074	1.35288	1.35072	1.35270	3741	0	0
2020.12.17	04:00:00	1.35270	1.35398	1.35260	1.35380	1938	0	1
2020.12.17	05:00:00	1.35381	1.35394	1.35212	1.35269	2059	0	1
2020.12.17	06:00:00	1.35267	1.35408	1.35244	1.35398	1815	0	0
2020.12.17	07:00:00	1.35398	1.35603	1.35374	1.35602	1162	0	1
2020.12.17	08:00:00	1.35602	1.35652	1.35526	1.35633	2431	0	0
2020.12.17	09:00:00	1.35624	1.35799	1.35619	1.35733	4477	0	1
2020.12.17	10:00:00	1.35732	1.35860	1.35682	1.35819	4991	0	0
2020.12.17	11:00:00	1.35819	1.35860	1.35702	1.35846	4399	0	0
2020.12.17	12:00:00	1.35845	1.36001	1.35770	1.35978	3117	0	0
2020.12.17	13:00:00	1.35979	1.36227	1.35974	1.36207	3274	0	0
2020.12.17	14:00:00	1.36207	1.36231	1.35859	1.35888	5922	0	0
2020.12.17	15:00:00	1.35887	1.36097	1.35822	1.35920	5741	0	0
2020.12.17	16:00:00	1.35926	1.36034	1.35839	1.36033	5849	0	0
2020.12.17	17:00:00	1.36033	1.36039	1.35594	1.35934	7751	0	0
2020.12.17	18:00:00	1.35934	1.36116	1.35864	1.36085	4575	0	1
2020.12.17	19:00:00	1.36086	1.36245	1.36043	1.36079	3808	0	1
2020.12.17	20:00:00	1.36079	1.36174	1.35970	1.36169	3618	0	0
2020.12.17	21:00:00	1.36171	1.36206	1.35724	1.35727	4260	0	0
2020.12.17	22:00:00	1.35728	1.35820	1.35450	1.35609	4567	0	0
2020.12.17	23:00:00	1.35609	1.35854	1.35600	1.35832	2309	0	0
2020.12.18	00:00:00	1.35854	1.35896	1.35731	1.35852	542	0	7
2020.12.18	01:00:00	1.35841	1.35851	1.35673	1.35688	1385	0	1
2020.12.18	02:00:00	1.35688	1.35724	1.35547	1.35562	2434	0	1
2020.12.18	03:00:00	1.35560	1.35589	1.35514	1.35553	5590	0	0
2020.12.18	04:00:00	1.35552	1.35555	1.35300	1.35318	2279	0	0
2020.12.18	05:00:00	1.35319	1.35374	1.35301	1.35324	1851	0	0
2020.12.18	06:00:00	1.35322	1.35338	1.35200	1.35261	3165	0	1
2020.12.18	07:00:00	1.35262	1.35301	1.35207	1.35249	2079	0	0
2020.12.18	08:00:00	1.35249	1.35520	1.35237	1.35442	2841	0	0
2020.12.18	09:00:00	1.35442	1.35577	1.35222	1.35223	3448	0	0
2020.12.18	10:00:00	1.35223	1.35505	1.35124	1.35392	4736	0	0
2020.12.18	11:00:00	1.35392	1.35446	1.34889	1.34930	4965	0	0
2020.12.18	12:00:00	1.34929	1.35233	1.34919	1.35226	3252	0	0
2020.12.18	13:00:00	1.35226	1.35384	1.35133	1.35328	3429	0	1
2020.12.18	14:00:00	1.35325	1.35482	1.35183	1.35218	4539	0	0
2020.12.18	15:00:00	1.35217	1.35264	1.34952	1.35144	5331	0	0
2020.12.18	16:00:00	1.35143	1.35255	1.34812	1.34906	5316	0	0
2020.12.18	17:00:00	1.34906	1.35078	1.34712	1.34856	6362	0	1
2020.12.18	18:00:00	1.34856	1.35116	1.34787	1.34945	4075	0	0
2020.12.18	19:00:00	1.34943	1.35114	1.34879	1.35060	3138	0	1
2020.12.18	20:00:00	1.35061	1.35115	1.35003	1.35115	1943	0	1
2020.12.18	21:00:00	1.35114	1.35122	1.34979	1.35071	2543	0	0
2020.12.18	22:00:00	1.35071	1.35074	1.34856	1.34945	2534	0	0
2020.12.18	23:00:00	1.34946	1.34990	1.34847	1.34976	1482	0	1
2020.12.21	00:00:00	1.33952	1.34397	1.33921	1.34280	633	0	0
2020.12.21	01:00:00	1.34280	1.34380	1.33941	1.34009	3583	0	0
2020.12.21	02:00:00	1.34008	1.34132	1.33987	1.34090	3490	0	0
2020.12.21	03:00:00	1.34090	1.34104	1.33628	1.33748	4066	0	0
2020.12.21	04:00:00	1.33743	1.33788	1.33395	1.33453	3981	0	0
2020.12.21	05:00:00	1.33453	1.33590	1.33358	1.33532	2870	0	0
2020.12.21	06:00:00	1.33532	1.33692	1.33479	1.33621	2018	0	0
2020.12.21	07:00:00	1.33621	1.33662	1.33475	1.33662	2554	0	0
2020.12.21	08:00:00	1.33661	1.33661	1.33430	1.33621	2768	0	0
2020.12.21	09:00:00	1.33621	1.33633	1.32653	1.32844	6917	0	0
2020.12.21	10:00:00	1.32844	1.33001	1.32630	1.32693	9165	0	0
2020.12.21	11:00:00	1.32693	1.32752	1.32141	1.32192	6566	0	0
2020.12.21	12:00:00	1.32199	1.32429	1.31877	1.32349	9625	0	0
2020.12.21	13:00:00	1.32351	1.32851	1.32246	1.32727	7596	0	0
2020.12.21	14:00:00	1.32728	1.32950	1.32614	1.32812	6677	0	0
2020.12.21	15:00:00	1.32812	1.33250	1.32799	1.33156	6641	0	0
2020.12.21	16:00:00	1.33157	1.33307	1.32921	1.32994	5780	0	0
2020.12.21	17:00:00	1.32995	1.33210	1.32895	1.33125	6016	0	0
2020.12.21	18:00:00	1.33130	1.33580	1.33124	1.33523	4516	0	0
2020.12.21	19:00:00	1.33524	1.33663	1.33321	1.33566	5294	0	0
2020.12.21	20:00:00	1.33560	1.33741	1.33560	1.33697	4015	0	0
2020.12.21	21:00:00	1.33697	1.34987	1.33681	1.34595	6843	0	0
2020.12.21	22:00:00	1.34595	1.34814	1.34482	1.34532	4243	0	0
2020.12.21	23:00:00	1.34531	1.34668	1.34303	1.34608	2487	0	0
2020.12.22	00:00:00	1.34617	1.34654	1.34437	1.34485	593	0	5
2020.12.22	01:00:00	1.34481	1.34692	1.34461	1.34465	1453	0	1
2020.12.22	02:00:00	1.34471	1.34569	1.34146	1.34217	3665	0	0
2020.12.22	03:00:00	1.34217	1.34283	1.34034	1.34092	4116	0	0
2020.12.22	04:00:00	1.34092	1.34244	1.34074	1.34205	3360	0	0
2020.12.22	05:00:00	1.34205	1.34215	1.34066	1.34100	2095	0	0
2020.12.22	06:00:00	1.34100	1.34107	1.33800	1.33884	2388	0	0
2020.12.22	07:00:00	1.33884	1.33982	1.33823	1.33879	2584	0	0
2020.12.22	08:00:00	1.33882	1.34169	1.33835	1.33923	3029	0	0
2020.12.22	09:00:00	1.33923	1.34523	1.33923	1.34338	5291	0	0
2020.12.22	10:00:00	1.34336	1.34492	1.34195	1.34320	7344	0	0
2020.12.22	11:00:00	1.34320	1.34485	1.34085	1.34101	6112	0	0
2020.12.22	12:00:00	1.34110	1.34481	1.33608	1.34401	8186	0	0
2020.12.22	13:00:00	1.34405	1.34407	1.34030	1.34121	5071	0	0
2020.12.22	14:00:00	1.34121	1.34356	1.34045	1.34153	4122	0	0
2020.12.22	15:00:00	1.34151	1.34364	1.33955	1.34052	4603	0	0
2020.12.22	16:00:00	1.34052	1.34140	1.33433	1.33492	5436	0	0
2020.12.22	17:00:00	1.33492	1.33694	1.33103	1.33210	8096	0	0
2020.12.22	18:00:00	1.33210	1.33585	1.33039	1.33471	9060	0	0
2020.12.22	19:00:00	1.33471	1.33678	1.33458	1.33568	4956	0	0
2020.12.22	20:00:00	1.33568	1.33662	1.33479	1.33486	3051	0	0
2020.12.22	21:00:00	1.33481	1.33567	1.33421	1.33531	2637	0	0
2020.12.22	22:00:00	1.33531	1.33642	1.33381	1.33621	2780	0	0
2020.12.22	23:00:00	1.33621	1.33777	1.33548	1.33586	1839	0	0
2020.12.23	00:00:00	1.33593	1.33676	1.33519	1.33596	898	0	19
2020.12.23	01:00:00	1.33609	1.34021	1.33604	1.34013	1575	0	0
2020.12.23	02:00:00	1.34013	1.34013	1.33731	1.33770	2606	0	0
2020.12.23	03:00:00	1.33769	1.33942	1.33709	1.33876	3966	0	0
2020.12.23	04:00:00	1.33876	1.33981	1.33855	1.33944	4078	0	0
2020.12.23	05:00:00	1.33943	1.34121	1.33914	1.34053	3305	0	0
2020.12.23	06:00:00	1.34053	1.34120	1.33949	1.34005	3170	0	0
2020.12.23	07:00:00	1.34006	1.34060	1.33955	1.34030	2400	0	0
2020.12.23	08:00:00	1.34027	1.34171	1.34017	1.34152	1972	0	0
2020.12.23	09:00:00	1.34153	1.34428	1.34122	1.34392	4608	0	0
2020.12.23	10:00:00	1.34393	1.34438	1.34049	1.34197	5873	0	0
2020.12.23	11:00:00	1.34197	1.34420	1.34101	1.34178	4994	0	0
2020.12.23	12:00:00	1.34178	1.34372	1.34152	1.34318	4838	0	0
2020.12.23	13:00:00	1.34318	1.34408	1.34192	1.34204	3972	0	0
2020.12.23	14:00:00	1.34204	1.34273	1.34140	1.34252	3740	0	0
2020.12.23	15:00:00	1.34250	1.34745	1.34015	1.34642	6918	0	0
2020.12.23	16:00:00	1.34642	1.35376	1.34554	1.35257	10052	0	0
2020.12.23	17:00:00	1.35256	1.35703	1.35049	1.35216	9632	0	0
