<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.10.01	00:00:00	136.240	136.308	136.158	136.160	652	0	56
2020.10.01	01:00:00	136.160	136.286	136.135	136.252	1282	0	5
2020.10.01	02:00:00	136.255	136.290	136.159	136.197	1166	0	3
2020.10.01	03:00:00	136.197	136.348	136.192	136.252	2000	0	4
2020.10.01	04:00:00	136.252	136.514	136.249	136.475	2160	0	1
2020.10.01	05:00:00	136.475	136.532	136.417	136.431	1306	0	5
2020.10.01	06:00:00	136.431	136.484	136.376	136.416	1211	0	0
2020.10.01	07:00:00	136.416	136.447	136.389	136.413	1330	0	9
2020.10.01	08:00:00	136.413	136.590	136.407	136.555	1813	0	2
2020.10.01	09:00:00	136.553	136.634	136.501	136.512	3488	0	4
2020.10.01	10:00:00	136.512	136.579	135.846	136.034	5984	0	1
2020.10.01	11:00:00	136.033	136.082	135.356	135.414	6429	0	0
2020.10.01	12:00:00	135.414	135.700	135.373	135.621	5251	0	1
2020.10.01	13:00:00	135.621	135.680	135.428	135.526	4061	0	1
2020.10.01	14:00:00	135.525	136.867	135.462	136.739	9009	0	1
2020.10.01	15:00:00	136.739	137.008	136.556	136.722	6206	0	2
2020.10.01	16:00:00	136.717	136.833	135.991	136.025	7601	0	1
2020.10.01	17:00:00	136.032	136.293	135.843	135.948	6836	0	3
2020.10.01	18:00:00	135.945	136.199	135.825	136.137	5759	0	1
2020.10.01	19:00:00	136.136	136.141	135.937	136.094	3443	0	2
2020.10.01	20:00:00	136.094	136.151	135.913	135.943	2253	0	3
2020.10.01	21:00:00	135.942	136.100	135.912	136.080	3561	0	6
2020.10.01	22:00:00	136.080	136.109	135.948	136.011	2612	0	7
2020.10.01	23:00:00	136.012	136.086	135.973	135.973	1045	0	7
2020.10.02	00:00:00	136.034	136.057	135.867	135.937	1354	0	91
2020.10.02	01:00:00	135.965	136.063	135.837	136.039	911	0	2
2020.10.02	02:00:00	136.039	136.045	135.979	135.999	1115	0	4
2020.10.02	03:00:00	135.999	136.065	135.845	135.897	2227	0	1
2020.10.02	04:00:00	135.897	135.990	135.862	135.926	1720	0	4
2020.10.02	05:00:00	135.926	135.941	135.780	135.845	1689	0	7
2020.10.02	06:00:00	135.843	135.905	135.810	135.881	1507	0	12
2020.10.02	07:00:00	135.881	135.909	135.502	135.557	1854	0	0
2020.10.02	08:00:00	135.558	135.563	135.076	135.241	6539	0	1
2020.10.02	09:00:00	135.237	135.564	135.044	135.303	6063	0	1
2020.10.02	10:00:00	135.302	136.102	135.197	135.829	7333	0	0
2020.10.02	11:00:00	135.829	136.254	135.604	136.181	5873	0	0
2020.10.02	12:00:00	136.178	136.269	135.747	135.786	4892	0	0
2020.10.02	13:00:00	135.785	135.908	135.685	135.856	4236	0	1
2020.10.02	14:00:00	135.855	136.182	135.724	136.085	4733	0	3
2020.10.02	15:00:00	136.085	136.249	135.944	136.007	6037	0	2
2020.10.02	16:00:00	136.007	136.218	135.633	136.071	7518	0	3
2020.10.02	17:00:00	136.072	136.388	136.044	136.236	6798	0	2
2020.10.02	18:00:00	136.235	136.381	136.138	136.197	5287	0	1
2020.10.02	19:00:00	136.196	136.382	136.110	136.254	4440	0	1
2020.10.02	20:00:00	136.254	136.360	136.191	136.282	3116	0	4
2020.10.02	21:00:00	136.282	136.339	136.231	136.302	2507	0	9
2020.10.02	22:00:00	136.295	136.328	136.204	136.294	2876	0	9
2020.10.02	23:00:00	136.294	136.378	136.260	136.262	1587	0	6
2020.10.05	00:00:00	136.043	136.364	135.983	136.244	587	0	74
2020.10.05	01:00:00	136.244	136.480	136.174	136.427	2072	0	12
2020.10.05	02:00:00	136.429	136.511	136.370	136.414	2543	0	8
2020.10.05	03:00:00	136.414	136.729	136.402	136.612	3025	0	2
2020.10.05	04:00:00	136.612	136.647	136.522	136.596	2389	0	5
2020.10.05	05:00:00	136.596	136.671	136.570	136.645	1795	0	5
2020.10.05	06:00:00	136.646	136.666	136.517	136.540	1105	0	3
2020.10.05	07:00:00	136.532	136.594	136.510	136.569	1592	0	7
2020.10.05	08:00:00	136.569	136.591	136.526	136.548	1544	0	8
2020.10.05	09:00:00	136.549	136.571	136.363	136.410	2693	0	1
2020.10.05	10:00:00	136.410	136.641	136.223	136.559	4499	0	2
2020.10.05	11:00:00	136.558	136.994	136.508	136.824	4211	0	0
2020.10.05	12:00:00	136.823	136.940	136.735	136.787	3595	0	4
2020.10.05	13:00:00	136.786	136.893	136.597	136.778	3113	0	2
2020.10.05	14:00:00	136.778	136.867	136.648	136.792	3852	0	3
2020.10.05	15:00:00	136.798	136.950	136.696	136.889	4002	0	1
2020.10.05	16:00:00	136.894	137.130	136.889	136.918	5059	0	1
2020.10.05	17:00:00	136.918	137.138	136.918	137.050	5617	0	2
2020.10.05	18:00:00	137.051	137.173	136.992	137.098	3816	0	6
2020.10.05	19:00:00	137.099	137.340	137.068	137.257	2718	0	8
2020.10.05	20:00:00	137.256	137.333	137.122	137.142	2330	0	7
2020.10.05	21:00:00	137.143	137.213	137.119	137.130	2051	0	10
2020.10.05	22:00:00	137.130	137.342	137.118	137.315	2016	0	6
2020.10.05	23:00:00	137.315	137.315	137.227	137.239	1598	0	5
2020.10.06	00:00:00	137.221	137.228	137.098	137.171	464	0	5
2020.10.06	01:00:00	137.171	137.420	137.159	137.399	1281	0	6
2020.10.06	02:00:00	137.399	137.404	137.293	137.342	1355	0	1
2020.10.06	03:00:00	137.342	137.373	137.184	137.298	2275	0	6
2020.10.06	04:00:00	137.299	137.341	137.174	137.181	1841	0	11
2020.10.06	05:00:00	137.179	137.272	137.167	137.233	1139	0	1
2020.10.06	06:00:00	137.233	137.357	137.186	137.237	1925	0	3
2020.10.06	07:00:00	137.237	137.273	137.179	137.184	1574	0	6
2020.10.06	08:00:00	137.184	137.227	137.151	137.203	1755	0	7
2020.10.06	09:00:00	137.221	137.294	137.159	137.285	2551	0	5
2020.10.06	10:00:00	137.287	137.441	137.083	137.129	5021	0	0
2020.10.06	11:00:00	137.129	137.164	136.796	137.105	5052	0	2
2020.10.06	12:00:00	137.104	137.165	136.936	136.939	3226	0	1
2020.10.06	13:00:00	136.937	137.093	136.404	136.618	4281	0	2
2020.10.06	14:00:00	136.618	136.878	136.513	136.781	4530	0	1
2020.10.06	15:00:00	136.781	136.888	136.597	136.638	3996	0	1
2020.10.06	16:00:00	136.638	137.171	136.583	136.899	6167	0	0
2020.10.06	17:00:00	136.897	137.101	136.882	136.996	4843	0	4
2020.10.06	18:00:00	136.993	137.054	136.705	136.740	3887	0	2
2020.10.06	19:00:00	136.743	136.831	136.647	136.820	3318	0	4
2020.10.06	20:00:00	136.821	136.824	136.594	136.683	2079	0	4
2020.10.06	21:00:00	136.682	136.799	136.020	136.199	3586	0	0
2020.10.06	22:00:00	136.191	136.489	135.979	136.256	6746	0	0
2020.10.06	23:00:00	136.264	136.305	135.931	135.945	1905	0	0
2020.10.07	00:00:00	135.945	136.150	135.864	136.040	424	0	2
2020.10.07	01:00:00	136.040	136.127	135.940	136.000	2301	0	1
2020.10.07	02:00:00	136.001	136.103	135.968	136.095	1926	0	5
2020.10.07	03:00:00	136.097	136.199	136.045	136.095	2130	0	4
2020.10.07	04:00:00	136.095	136.139	135.956	136.096	1940	0	4
2020.10.07	05:00:00	136.096	136.178	136.062	136.140	1941	0	3
2020.10.07	06:00:00	136.140	136.204	136.096	136.162	1014	0	5
2020.10.07	07:00:00	136.162	136.277	136.156	136.252	1201	0	3
2020.10.07	08:00:00	136.251	136.468	136.207	136.388	1717	0	3
2020.10.07	09:00:00	136.387	136.486	136.319	136.453	2981	0	1
2020.10.07	10:00:00	136.452	136.898	136.445	136.844	5045	0	4
2020.10.07	11:00:00	136.844	136.879	136.744	136.761	3875	0	3
2020.10.07	12:00:00	136.761	136.827	136.603	136.668	3826	0	2
2020.10.07	13:00:00	136.667	136.741	136.348	136.458	4153	0	1
2020.10.07	14:00:00	136.457	136.585	136.264	136.522	3953	0	2
2020.10.07	15:00:00	136.519	136.693	136.422	136.576	4371	0	5
2020.10.07	16:00:00	136.575	136.595	135.987	136.449	6109	0	3
2020.10.07	17:00:00	136.448	136.787	136.330	136.745	5256	0	4
2020.10.07	18:00:00	136.748	136.976	136.683	136.841	4527	0	2
2020.10.07	19:00:00	136.843	136.938	136.743	136.880	2823	0	2
2020.10.07	20:00:00	136.877	136.951	136.802	136.913	2121	0	10
2020.10.07	21:00:00	136.913	136.941	136.802	136.895	2395	0	6
2020.10.07	22:00:00	136.886	136.987	136.867	136.869	2502	0	7
2020.10.07	23:00:00	136.869	136.939	136.821	136.855	1470	0	3
2020.10.08	00:00:00	136.843	136.944	136.756	136.824	1450	0	37
2020.10.08	01:00:00	136.824	136.922	136.779	136.891	4216	0	10
2020.10.08	02:00:00	136.891	136.929	136.862	136.866	808	0	3
2020.10.08	03:00:00	136.866	137.107	136.845	137.003	2607	0	2
2020.10.08	04:00:00	137.002	137.102	136.906	137.056	2517	0	2
2020.10.08	05:00:00	137.056	137.078	136.994	137.070	1642	0	4
2020.10.08	06:00:00	137.070	137.088	137.007	137.038	1170	0	12
2020.10.08	07:00:00	137.037	137.085	136.976	137.045	1432	0	4
2020.10.08	08:00:00	137.045	137.101	137.026	137.094	1397	0	5
2020.10.08	09:00:00	137.091	137.305	137.016	137.250	3031	0	2
2020.10.08	10:00:00	137.251	137.293	137.133	137.134	3964	0	1
2020.10.08	11:00:00	137.134	137.399	137.106	137.283	3685	0	3
2020.10.08	12:00:00	137.271	137.352	136.893	136.963	3336	0	1
2020.10.08	13:00:00	136.963	137.005	136.678	136.715	3375	0	1
2020.10.08	14:00:00	136.715	136.905	136.715	136.780	3958	0	2
2020.10.08	15:00:00	136.782	136.985	136.715	136.816	4074	0	1
2020.10.08	16:00:00	136.817	137.086	136.751	137.021	5298	0	1
2020.10.08	17:00:00	137.020	137.104	136.842	137.046	5366	0	1
2020.10.08	18:00:00	137.045	137.215	136.965	137.165	3319	0	1
2020.10.08	19:00:00	137.161	137.222	137.119	137.160	2273	0	4
2020.10.08	20:00:00	137.159	137.198	137.097	137.195	2000	0	3
2020.10.08	21:00:00	137.195	137.206	137.067	137.081	1747	0	6
2020.10.08	22:00:00	137.082	137.146	137.063	137.066	1297	0	4
2020.10.08	23:00:00	137.066	137.182	137.065	137.152	1035	0	5
2020.10.09	00:00:00	137.148	137.176	136.925	137.015	1271	0	13
2020.10.09	01:00:00	137.025	137.187	137.021	137.143	1127	0	6
2020.10.09	02:00:00	137.143	137.193	137.095	137.191	1154	0	5
2020.10.09	03:00:00	137.188	137.192	137.000	137.078	2463	0	8
2020.10.09	04:00:00	137.078	137.159	137.053	137.091	2444	0	2
2020.10.09	05:00:00	137.091	137.178	137.081	137.175	1347	0	8
2020.10.09	06:00:00	137.175	137.185	137.098	137.122	1171	0	4
2020.10.09	07:00:00	137.124	137.145	137.087	137.123	863	0	5
2020.10.09	08:00:00	137.123	137.154	137.087	137.134	1207	0	1
2020.10.09	09:00:00	137.137	137.234	137.054	137.228	2829	0	0
2020.10.09	10:00:00	137.228	137.395	137.218	137.263	4027	0	0
2020.10.09	11:00:00	137.263	137.351	136.934	137.051	4751	0	1
2020.10.09	12:00:00	137.051	137.089	136.868	137.014	3644	0	2
2020.10.09	13:00:00	137.012	137.122	136.910	137.063	3173	0	4
2020.10.09	14:00:00	137.063	137.120	136.784	137.075	3638	0	2
2020.10.09	15:00:00	137.070	137.269	136.966	137.257	4397	0	1
2020.10.09	16:00:00	137.257	137.340	137.067	137.172	4068	0	2
2020.10.09	17:00:00	137.172	137.372	137.090	137.316	4760	0	2
2020.10.09	18:00:00	137.313	137.552	137.251	137.447	4580	0	1
2020.10.09	19:00:00	137.445	137.686	137.382	137.607	3333	0	1
2020.10.09	20:00:00	137.607	137.767	137.589	137.669	2072	0	3
2020.10.09	21:00:00	137.668	137.728	137.632	137.705	1669	0	5
2020.10.09	22:00:00	137.705	137.779	137.679	137.708	1524	0	8
2020.10.09	23:00:00	137.706	137.829	137.634	137.829	1232	0	6
2020.10.12	00:00:00	137.735	137.819	137.697	137.735	448	0	14
2020.10.12	01:00:00	137.735	137.795	137.647	137.693	1971	0	8
2020.10.12	02:00:00	137.694	137.723	137.607	137.626	1283	0	5
2020.10.12	03:00:00	137.625	137.647	137.521	137.605	2268	0	2
2020.10.12	04:00:00	137.604	137.640	137.509	137.606	2658	0	3
2020.10.12	05:00:00	137.605	137.608	137.468	137.487	1397	0	2
2020.10.12	06:00:00	137.487	137.531	137.438	137.468	1280	0	4
2020.10.12	07:00:00	137.467	137.557	137.440	137.553	1391	0	3
2020.10.12	08:00:00	137.553	137.619	137.507	137.579	1569	0	3
2020.10.12	09:00:00	137.578	137.706	137.553	137.623	2476	0	5
2020.10.12	10:00:00	137.621	137.714	137.469	137.540	4317	0	0
2020.10.12	11:00:00	137.537	137.628	137.418	137.427	4036	0	1
2020.10.12	12:00:00	137.424	137.451	137.254	137.439	3723	0	3
2020.10.12	13:00:00	137.439	137.447	137.214	137.274	2783	0	1
2020.10.12	14:00:00	137.280	137.376	137.221	137.310	3436	0	2
2020.10.12	15:00:00	137.306	137.449	137.285	137.426	3530	0	1
2020.10.12	16:00:00	137.426	137.426	137.313	137.377	3354	0	3
2020.10.12	17:00:00	137.377	137.653	137.286	137.527	4124	0	2
2020.10.12	18:00:00	137.523	137.710	137.501	137.562	2852	0	0
2020.10.12	19:00:00	137.562	137.662	137.529	137.569	2130	0	6
2020.10.12	20:00:00	137.569	137.670	137.566	137.665	1536	0	4
2020.10.12	21:00:00	137.666	137.702	137.595	137.602	1350	0	8
2020.10.12	22:00:00	137.599	137.656	137.599	137.610	1335	0	7
2020.10.12	23:00:00	137.610	137.647	137.496	137.579	1007	0	6
2020.10.13	00:00:00	137.617	137.656	137.453	137.575	1054	0	72
2020.10.13	01:00:00	137.575	137.636	137.537	137.612	995	0	9
2020.10.13	02:00:00	137.612	137.638	137.597	137.611	784	0	6
2020.10.13	03:00:00	137.612	137.645	137.381	137.452	2899	0	1
2020.10.13	04:00:00	137.452	137.509	137.362	137.408	2337	0	4
2020.10.13	05:00:00	137.408	137.462	137.310	137.446	1773	0	3
2020.10.13	06:00:00	137.445	137.512	137.410	137.473	1230	0	8
2020.10.13	07:00:00	137.469	137.579	137.449	137.576	1221	0	2
2020.10.13	08:00:00	137.576	137.596	137.457	137.512	1948	0	4
2020.10.13	09:00:00	137.502	137.582	137.436	137.454	2846	0	2
2020.10.13	10:00:00	137.456	137.504	137.328	137.340	3632	0	1
2020.10.13	11:00:00	137.340	137.751	137.270	137.721	3950	0	1
2020.10.13	12:00:00	137.717	137.771	137.593	137.668	3728	0	2
2020.10.13	13:00:00	137.668	137.689	137.579	137.649	2902	0	3
2020.10.13	14:00:00	137.650	137.702	137.320	137.479	4211	0	0
2020.10.13	15:00:00	137.479	137.482	137.258	137.317	4187	0	4
2020.10.13	16:00:00	137.315	137.316	136.889	137.017	4356	0	1
2020.10.13	17:00:00	137.016	137.128	136.830	137.019	5178	0	2
2020.10.13	18:00:00	137.018	137.078	136.834	136.892	3621	0	1
2020.10.13	19:00:00	136.891	136.915	136.705	136.748	2808	0	4
2020.10.13	20:00:00	136.748	136.753	136.467	136.504	2640	0	7
2020.10.13	21:00:00	136.504	136.585	136.369	136.487	2454	0	1
2020.10.13	22:00:00	136.485	136.516	136.395	136.464	1709	0	9
2020.10.13	23:00:00	136.464	136.478	136.396	136.431	1069	0	8
2020.10.14	00:00:00	136.429	136.486	136.363	136.409	868	0	9
2020.10.14	01:00:00	136.409	136.473	136.377	136.435	1115	0	10
2020.10.14	02:00:00	136.435	136.451	136.402	136.417	828	0	8
2020.10.14	03:00:00	136.417	136.489	136.377	136.402	1953	0	3
2020.10.14	04:00:00	136.402	136.411	136.126	136.209	2728	0	3
2020.10.14	05:00:00	136.209	136.367	136.177	136.350	1783	0	1
2020.10.14	06:00:00	136.350	136.419	136.309	136.368	1100	0	6
2020.10.14	07:00:00	136.368	136.409	136.167	136.247	1271	0	1
2020.10.14	08:00:00	136.247	136.277	136.127	136.180	1503	0	2
2020.10.14	09:00:00	136.178	136.204	136.033	136.043	2942	0	5
2020.10.14	10:00:00	136.042	136.102	135.660	135.852	4241	0	0
2020.10.14	11:00:00	135.851	136.116	135.810	135.973	3265	0	0
2020.10.14	12:00:00	135.972	136.719	135.903	136.407	4469	0	0
2020.10.14	13:00:00	136.407	136.716	136.406	136.512	3990	0	1
2020.10.14	14:00:00	136.512	136.840	136.503	136.747	4151	0	1
2020.10.14	15:00:00	136.747	137.171	136.544	137.096	6039	0	0
2020.10.14	16:00:00	137.098	137.175	137.004	137.145	3909	0	1
2020.10.14	17:00:00	137.147	137.327	136.998	137.058	5041	0	0
2020.10.14	18:00:00	137.058	137.091	136.784	136.826	3676	0	2
2020.10.14	19:00:00	136.826	136.976	136.723	136.857	2867	0	4
2020.10.14	20:00:00	136.857	136.996	136.853	136.981	2004	0	3
2020.10.14	21:00:00	136.981	136.993	136.845	136.877	2161	0	1
2020.10.14	22:00:00	136.879	136.972	136.832	136.936	1856	0	5
2020.10.14	23:00:00	136.939	136.968	136.791	136.833	1371	0	5
2020.10.15	00:00:00	136.824	136.871	136.671	136.768	853	0	1
2020.10.15	01:00:00	136.768	136.860	136.760	136.842	1062	0	1
2020.10.15	02:00:00	136.842	136.854	136.780	136.801	1342	0	4
2020.10.15	03:00:00	136.803	137.063	136.787	137.033	2688	0	1
2020.10.15	04:00:00	137.033	137.169	136.960	137.012	2680	0	1
2020.10.15	05:00:00	137.011	137.021	136.916	136.944	1666	0	2
2020.10.15	06:00:00	136.944	137.020	136.924	136.973	1367	0	11
2020.10.15	07:00:00	136.972	137.080	136.955	137.064	1116	0	4
2020.10.15	08:00:00	137.063	137.117	137.003	137.016	1287	0	5
2020.10.15	09:00:00	137.015	137.033	136.804	136.861	3394	0	1
2020.10.15	10:00:00	136.860	136.888	136.645	136.811	4242	0	2
2020.10.15	11:00:00	136.811	136.855	136.204	136.328	4987	0	1
2020.10.15	12:00:00	136.328	136.649	136.213	136.590	4106	0	1
2020.10.15	13:00:00	136.590	136.605	136.142	136.296	3662	0	1
2020.10.15	14:00:00	136.294	136.402	135.882	136.072	4233	0	1
2020.10.15	15:00:00	136.071	136.071	135.818	135.990	4533	0	0
2020.10.15	16:00:00	135.992	136.368	135.766	136.261	5188	0	0
2020.10.15	17:00:00	136.264	136.285	135.768	135.852	6181	0	1
2020.10.15	18:00:00	135.850	136.153	135.816	136.102	4671	0	1
2020.10.15	19:00:00	136.102	136.317	136.052	136.172	3855	0	1
2020.10.15	20:00:00	136.172	136.243	136.027	136.036	3003	0	8
2020.10.15	21:00:00	136.037	136.138	136.003	136.033	2180	0	5
2020.10.15	22:00:00	136.033	136.105	135.977	136.013	1749	0	3
2020.10.15	23:00:00	136.013	136.113	135.943	136.082	1195	0	6
2020.10.16	00:00:00	136.122	136.164	135.952	135.979	946	0	32
2020.10.16	01:00:00	135.979	136.081	135.922	135.939	808	0	8
2020.10.16	02:00:00	135.943	136.002	135.914	135.936	828	0	2
2020.10.16	03:00:00	135.939	136.018	135.824	135.907	2191	0	1
2020.10.16	04:00:00	135.906	135.963	135.774	135.815	2243	0	2
2020.10.16	05:00:00	135.815	135.820	135.625	135.704	1610	0	2
2020.10.16	06:00:00	135.704	135.732	135.612	135.692	1546	0	1
2020.10.16	07:00:00	135.693	135.738	135.619	135.645	1072	0	9
2020.10.16	08:00:00	135.645	135.773	135.645	135.741	1394	0	5
2020.10.16	09:00:00	135.741	136.049	135.633	136.013	2416	0	0
2020.10.16	10:00:00	136.007	136.270	135.885	136.190	4362	0	1
2020.10.16	11:00:00	136.190	136.253	136.031	136.076	3661	0	1
2020.10.16	12:00:00	136.076	136.180	135.987	136.156	3320	0	3
2020.10.16	13:00:00	136.157	136.411	135.337	135.732	4335	0	0
2020.10.16	14:00:00	135.737	136.027	135.488	135.908	6103	0	1
2020.10.16	15:00:00	135.911	136.159	135.663	136.005	4924	0	1
2020.10.16	16:00:00	136.005	136.011	135.631	135.939	4582	0	4
2020.10.16	17:00:00	135.938	136.301	135.901	136.261	4876	0	4
2020.10.16	18:00:00	136.262	136.330	136.139	136.286	3632	0	4
2020.10.16	19:00:00	136.286	136.407	136.152	136.209	2353	0	2
2020.10.16	20:00:00	136.210	136.236	136.030	136.053	1569	0	3
2020.10.16	21:00:00	136.053	136.294	136.037	136.279	1476	0	4
2020.10.16	22:00:00	136.280	136.301	136.190	136.252	1641	0	7
2020.10.16	23:00:00	136.249	136.253	136.015	136.043	1429	0	6
2020.10.19	00:00:00	135.875	136.077	135.849	135.968	428	0	51
2020.10.19	01:00:00	135.970	136.259	135.895	136.152	1207	0	1
2020.10.19	02:00:00	136.157	136.328	136.151	136.273	1432	0	4
2020.10.19	03:00:00	136.273	136.431	136.270	136.379	2306	0	1
2020.10.19	04:00:00	136.379	136.425	136.265	136.311	1594	0	1
2020.10.19	05:00:00	136.306	136.341	136.238	136.305	1337	0	6
2020.10.19	06:00:00	136.305	136.333	136.233	136.287	1330	0	10
2020.10.19	07:00:00	136.287	136.323	136.267	136.279	720	0	8
2020.10.19	08:00:00	136.279	136.409	136.239	136.402	944	0	4
2020.10.19	09:00:00	136.402	136.543	136.328	136.508	2304	0	2
2020.10.19	10:00:00	136.508	136.851	136.488	136.687	4056	0	1
2020.10.19	11:00:00	136.686	137.022	136.619	136.897	3956	0	2
2020.10.19	12:00:00	136.897	137.107	136.874	136.910	3659	0	2
2020.10.19	13:00:00	136.910	137.036	136.693	136.913	3410	0	4
2020.10.19	14:00:00	136.913	137.074	136.881	137.037	3079	0	1
2020.10.19	15:00:00	137.038	137.078	136.839	136.856	3106	0	0
2020.10.19	16:00:00	136.856	137.219	136.672	137.022	4877	0	0
2020.10.19	17:00:00	137.023	137.242	136.853	137.090	5673	0	0
2020.10.19	18:00:00	137.090	137.147	136.916	137.004	3517	0	0
2020.10.19	19:00:00	137.002	137.076	136.825	136.842	3226	0	0
2020.10.19	20:00:00	136.842	136.890	136.705	136.714	2046	0	3
2020.10.19	21:00:00	136.716	136.756	136.461	136.480	2416	0	2
2020.10.19	22:00:00	136.480	136.539	136.405	136.428	2565	0	2
2020.10.19	23:00:00	136.428	136.526	136.385	136.464	1542	0	1
2020.10.20	00:00:00	136.464	136.545	136.309	136.437	978	0	2
2020.10.20	01:00:00	136.437	136.635	136.437	136.534	881	0	3
2020.10.20	02:00:00	136.534	136.572	136.509	136.537	1381	0	2
2020.10.20	03:00:00	136.538	136.767	136.522	136.692	2883	0	3
2020.10.20	04:00:00	136.692	136.765	136.580	136.622	2542	0	6
2020.10.20	05:00:00	136.622	136.648	136.555	136.576	2006	0	7
2020.10.20	06:00:00	136.576	136.707	136.570	136.681	869	0	9
2020.10.20	07:00:00	136.681	136.699	136.590	136.590	740	0	7
2020.10.20	08:00:00	136.590	136.643	136.527	136.620	1158	0	5
2020.10.20	09:00:00	136.632	136.717	136.523	136.553	2421	0	3
2020.10.20	10:00:00	136.553	136.699	136.328	136.610	3579	0	1
2020.10.20	11:00:00	136.604	136.864	136.596	136.813	3505	0	0
2020.10.20	12:00:00	136.813	136.984	136.801	136.803	3510	0	5
2020.10.20	13:00:00	136.799	136.913	136.672	136.752	3421	0	3
2020.10.20	14:00:00	136.750	136.827	136.589	136.709	3528	0	2
2020.10.20	15:00:00	136.707	136.720	136.480	136.636	4025	0	7
2020.10.20	16:00:00	136.633	137.008	136.548	136.983	5166	0	1
2020.10.20	17:00:00	136.980	137.033	136.818	136.827	5264	0	0
2020.10.20	18:00:00	136.827	136.838	136.676	136.701	3183	0	0
2020.10.20	19:00:00	136.701	136.745	136.556	136.592	2823	0	2
2020.10.20	20:00:00	136.591	136.596	136.475	136.479	3034	0	3
2020.10.20	21:00:00	136.479	136.501	136.446	136.475	2812	0	3
2020.10.20	22:00:00	136.473	136.504	136.364	136.497	2479	0	5
2020.10.20	23:00:00	136.497	136.633	136.475	136.601	1789	0	7
2020.10.21	00:00:00	136.576	136.607	136.373	136.533	546	0	13
2020.10.21	01:00:00	136.533	136.646	136.500	136.596	1120	0	8
2020.10.21	02:00:00	136.596	136.693	136.592	136.654	1890	0	2
2020.10.21	03:00:00	136.653	136.678	136.550	136.563	2845	0	4
2020.10.21	04:00:00	136.563	136.720	136.553	136.644	2190	0	1
2020.10.21	05:00:00	136.643	136.726	136.643	136.656	1609	0	8
2020.10.21	06:00:00	136.654	136.711	136.644	136.684	1945	0	1
2020.10.21	07:00:00	136.685	136.687	136.608	136.668	1503	0	8
2020.10.21	08:00:00	136.667	136.709	136.596	136.629	1404	0	6
2020.10.21	09:00:00	136.629	136.819	136.597	136.686	3674	0	3
2020.10.21	10:00:00	136.684	137.055	136.672	137.010	5482	0	1
2020.10.21	11:00:00	137.009	137.192	136.810	136.837	5307	0	1
2020.10.21	12:00:00	136.839	137.032	136.733	136.921	4019	0	1
2020.10.21	13:00:00	136.921	137.026	136.794	137.026	3751	0	1
2020.10.21	14:00:00	137.025	137.026	136.795	136.922	3589	0	2
2020.10.21	15:00:00	136.921	137.109	136.880	136.948	4445	0	3
2020.10.21	16:00:00	136.948	137.259	136.817	137.088	4768	0	0
2020.10.21	17:00:00	137.087	137.484	137.086	137.378	5902	0	1
2020.10.21	18:00:00	137.384	137.513	137.267	137.440	4273	0	3
2020.10.21	19:00:00	137.440	137.660	137.395	137.494	3851	0	2
2020.10.21	20:00:00	137.494	137.586	137.427	137.537	2690	0	4
2020.10.21	21:00:00	137.537	137.643	137.492	137.555	2386	0	4
2020.10.21	22:00:00	137.556	137.592	137.396	137.428	2620	0	7
2020.10.21	23:00:00	137.432	137.495	137.329	137.461	1683	0	5
2020.10.22	00:00:00	137.469	137.503	137.321	137.374	1185	0	30
2020.10.22	01:00:00	137.374	137.507	137.347	137.408	995	0	4
2020.10.22	02:00:00	137.408	137.459	137.359	137.430	1888	0	9
2020.10.22	03:00:00	137.430	137.514	137.365	137.456	2751	0	5
2020.10.22	04:00:00	137.456	137.559	137.439	137.488	2151	0	0
2020.10.22	05:00:00	137.489	137.513	137.420	137.504	1788	0	8
2020.10.22	06:00:00	137.502	137.514	137.438	137.451	1176	0	6
2020.10.22	07:00:00	137.449	137.539	137.419	137.489	974	0	6
2020.10.22	08:00:00	137.489	137.542	137.442	137.483	1519	0	2
2020.10.22	09:00:00	137.482	137.586	137.303	137.352	2298	0	2
2020.10.22	10:00:00	137.350	137.406	137.136	137.371	4335	0	4
2020.10.22	11:00:00	137.371	137.405	137.181	137.195	3518	0	4
2020.10.22	12:00:00	137.195	137.268	137.051	137.159	3439	0	1
2020.10.22	13:00:00	137.159	137.334	137.108	137.174	3750	0	2
2020.10.22	14:00:00	137.175	137.200	137.028	137.071	3487	0	4
2020.10.22	15:00:00	137.069	137.149	136.958	137.058	3440	0	3
2020.10.22	16:00:00	137.058	137.231	137.041	137.199	4529	0	7
2020.10.22	17:00:00	137.201	137.240	137.014	137.228	5211	0	0
2020.10.22	18:00:00	137.219	137.291	137.148	137.253	3852	0	1
2020.10.22	19:00:00	137.254	137.313	137.150	137.254	2662	0	5
2020.10.22	20:00:00	137.252	137.267	137.168	137.215	2133	0	8
2020.10.22	21:00:00	137.215	137.247	137.117	137.135	1980	0	5
2020.10.22	22:00:00	137.133	137.216	137.093	137.168	2047	0	4
2020.10.22	23:00:00	137.171	137.257	137.133	137.133	1161	0	2
2020.10.23	00:00:00	137.133	137.371	137.023	137.195	1118	0	35
2020.10.23	01:00:00	137.195	137.230	137.129	137.183	993	0	10
2020.10.23	02:00:00	137.179	137.229	137.164	137.187	1093	0	9
